index,CountryISO,AppName,AppID,AppRating,Ratings,Reviews,Downloads,Developer,Summary,inAppPurchase,Currency,Price,Category,Contains Ads,releaseDate,currentVersion,lastUpdated,appURL,website,histogram,Usage,Platform,lang
12,US,Viator: Tours & Tickets,com.viator.mobile.android,4.8,11054,81,"1,000,000+",Viator App,Book 1000s of tours and activities worldwide with Viator (a Tripadvisor company),,CAD,0,Travel & Local,False,"Nov 12, 2012",8.10.1,30-06-2022 17:46:05,https://play.google.com/store/apps/details?id=com.viator.mobile.android&hl=en&gl=CA,https://m.viator.com/,"[205, 102, 205, 1182, 9280]",Free,Android,en
13,US,U Haul,com.uhaul.android.myuhaul,2.1,8653,4574,"1,000,000+",U-Haul International,Get Moving Made Easier® with the official U-Haul® Moving & Storage app.,,USD,0,Travel & Local,False,"Sep 20, 2016",2.5.5,03-06-2022 01:02:46,https://play.google.com/store/apps/details?id=com.uhaul.android.myuhaul&hl=en&gl=US,https://www.uhaul.com,"[5587, 550, 290, 350, 1871]",Free,Android,de
14,US,"Fever: discover local events, book tickets & enjoy",com.feverup.fever,4.8,57147,2499,"1,000,000+",Fever Labs,"Best things to do in NYC, Los Angeles, Chicago, Washington DC, Miami, Boston ...",,USD,0,Travel & Local,False,"Mar 19, 2014",5.21.0,27-06-2022 11:51:19,https://play.google.com/store/apps/details?id=com.feverup.fever&hl=en&gl=US,https://feverup.com,"[1638, 178, 773, 5241, 49300]",Free,Android,en
15,US,stayconnect,com.lodgenet,1.9,2151,954,"1,000,000+",SONIFI Solutions Inc.,"Control 600,000+ hotel room TVs across the U.S. with your mobile phone.",$0.99 per item,USD,0,Travel & Local,True,"Dec 16, 2011",5.0.21,16-11-2016 23:46:27,https://play.google.com/store/apps/details?id=com.lodgenet&hl=en&gl=US,http://www.sonifi.com,"[1530, 91, 91, 52, 381]",Free,Android,fr
16,US,Lufthansa,com.lufthansa.android.lufthansa,2.3,24460,39,"5,000,000+",Deutsche Lufthansa AG,Enjoy a digital travel experience,,ILS,0,Travel & Local,True,"Apr 27, 2010",8.9.1,13-06-2022 10:41:39,https://play.google.com/store/apps/details?id=com.lufthansa.android.lufthansa&hl=en&gl=IL,https://www.lufthansa.com,"[2446, 889, 1667, 3113, 16121]",Free,Android,de
17,US,My 76,com.p66.b2c.stationfinder.u76,4.4,2854,1159,"100,000+",Phillips 66 Mobility,"Find a 76 station, track KickBack points, and discover promotions",,USD,0,Travel & Local,False,"Oct 1, 2014",6.1.0,30-06-2022 21:30:21,https://play.google.com/store/apps/details?id=com.p66.b2c.stationfinder.u76&hl=en&gl=US,http://www.phillips66.com,"[265, 52, 95, 351, 2086]",Free,Android,cy
18,US,Agoda,com.agoda.mobile.consumer,4.7,705359,8929,"10,000,000+",agoda.com,"Deepest discounts on 2,000,000+ hotels & homes, plus flights from 200+ airlines",,USD,0,Travel & Local,False,"Jul 6, 2011",10.26.0,05-07-2022 08:15:12,https://play.google.com/store/apps/details?id=com.agoda.mobile.consumer&hl=en&gl=us,http://www.agoda.com,"[19529, 4362, 16706, 78966, 585716]",Free,Android,cy
19,US,Hersheypark,com.hersheypa.hersheypark,4.5,4511,1093,"500,000+",Hershey Entertainment and Resorts Company,Get Hersheypark Happy with the official app for Hersheypark!,,USD,0,Travel & Local,False,"May 27, 2011",3.1.6,16-06-2022 22:18:02,https://play.google.com/store/apps/details?id=com.hersheypa.hersheypark&hl=en&gl=US,https://www.hersheypark.com,"[229, 20, 135, 939, 3184]",Free,Android,en
20,US,Volaris,com.volaris.android,4.1,26910,2374,"5,000,000+",Volaris,Volaris. Fly different.,,USD,0,Travel & Local,False,"Feb 18, 2015",2.6,07-07-2022 12:58:24,https://play.google.com/store/apps/details?id=com.volaris.android&hl=en&gl=US,http://www.volaris.com,"[3969, 918, 1502, 3088, 17422]",Free,Android,it
21,US,Audio guide   tzi,com.duvaworkshop.otziios,,0,0,"1,000+",BETRIEB LANDESMUSEEN - AZIENDA MUSEI PROVINCIALI,Ötzi-The Iceman in the South Tyrol Museum of Archaeology,,MXN,44.0,Travel & Local,False,"Dec 12, 2019",1.4,07-04-2022 12:31:26,https://play.google.com/store/apps/details?id=com.duvaworkshop.otziios&hl=en&gl=MX,http://www.iceman.it,"[0, 0, 0, 0, 0]",Paid,Android,es
22,US,Flavortown,com.flavortownusa.mobile,3.8,0,0,"1,000+","Grid Sixty Software, LLC",Find restaurants from the TV Show Diners Drive-ins and Dives hosted by Guy Fieri,,JOD,0.7,Travel & Local,False,"Aug 7, 2015",4.5,23-05-2020 16:58:35,https://play.google.com/store/apps/details?id=com.flavortownusa.mobile&hl=en&gl=JO,http://www.flavortownusa.com,"[0, 0, 0, 0, 0]",Paid,Android,en
23,US,Discover Pompeii   Pompei Tour,com.discover.pompeii.free,4.8,551,14,"50,000+",GuideeGo,The most complete audio guide and map for your tour in Pompeii. In English!,$7.99 per item,USD,0,Travel & Local,False,"Sep 18, 2017",22.06.14,22-06-2022 11:22:02,https://play.google.com/store/apps/details?id=com.discover.pompeii.free&hl=en&gl=US,https://discoverpompeii.com,"[10, 10, 0, 20, 510]",Paid,Android,ro
24,GB,Ryanair,com.ryanair.cheapflights,3.7,216621,134,"10,000,000+",Ryanair Limited,"Europe is at your fingertips, just tap and take off.",,JOD,0,Travel & Local,False,"Oct 25, 2012",3.134.0,08-07-2022 15:35:53,https://play.google.com/store/apps/details?id=com.ryanair.cheapflights&hl=en&gl=JO,http://www.ryanair.com,"[15113, 6297, 10495, 15113, 168762]",Free,Android,id
25,GB,Railcard,com.raildeliverygroup.railcard,3.7,6703,3437,"1,000,000+",National Rail Enquiries,Railcard | Save 1/3 on train tickets from your phone,,GBP,0,Travel & Local,False,"Aug 7, 2017",1.3.7,06-06-2022 16:51:55,https://play.google.com/store/apps/details?id=com.raildeliverygroup.railcard&hl=en&gl=GB,http://railcard.co.uk,"[2203, 205, 255, 619, 3415]",Free,Android,ro
26,GB,Voi  e scooters for hire,io.voiapp.voi,4.7,81336,528,"1,000,000+",Voi Technology Ab,"The greener, quicker and more convenient way to get around town.",,NOK,0,Travel & Local,False,"Aug 30, 2018",3.137.0,04-07-2022 14:03:14,https://play.google.com/store/apps/details?id=io.voiapp.voi&hl=en&gl=NO,https://voiapp.io,"[5340, 369, 2272, 17168, 56127]",Free,Android,en
27,GB,"Trip.com: Book Flights, Hotels",ctrip.english,3.9,73724,235,"10,000,000+",Trip.com,Get exclusive travel deals and enjoy the award-winning customer service!,,VND,0,Travel & Local,False,"Jul 31, 2013",7.55.1,07-07-2022 08:52:01,https://play.google.com/store/apps/details?id=ctrip.english&hl=en&gl=VN,https://www.trip.com/,"[2857, 0, 2190, 8763, 59626]",Free,Android,en
28,GB,loveholidays   My bookings,com.loveholidays,4.9,522,101,"100,000+",loveholidays,Manage all your bookings securely through the loveholidays app 🏖️,,GBP,0,Travel & Local,False,"Aug 18, 2020",1.37,05-07-2022 16:17:40,https://play.google.com/store/apps/details?id=com.loveholidays&hl=en&gl=GB,https://www.loveholidays.com,"[0, 0, 5, 56, 459]",Free,Android,en
29,GB,Omio: Europe & U.S. Travel App,com.goeuro.rosie,4.6,126778,387,"10,000,000+",Omio,"The travel app for booking train, bus and plane tickets in Europe and the U.S.",,UAH,0,Travel & Local,False,"Jun 6, 2014",7.112.0,23-06-2022 02:33:21,https://play.google.com/store/apps/details?id=com.goeuro.rosie&hl=en&gl=UA,https://www.omio.com,"[2992, 0, 1160, 8488, 113953]",Free,Android,ro
30,GB,Kiwi.com: cheap flights,com.skypicker.main,4.2,47636,1148,"1,000,000+",Kiwi.com,Search flights and book tickets at prices other flight apps can’t find.,,UAH,0,Travel & Local,False,"Jun 18, 2013",5.97.2,01-07-2022 12:17:11,https://play.google.com/store/apps/details?id=com.skypicker.main&hl=en&gl=UA,https://kiwi.com/,"[2775, 310, 632, 3729, 40155]",Free,Android,en
31,GB,park4night   Motorhome camper,fr.tramb.park4night,4.8,18008,156,"1,000,000+",AppMobilEdition,Have a nice trip !,€1.00 - €11.99 per item,EUR,0,Travel & Local,True,"Nov 2, 2011",7.0.32,29-06-2022 11:48:46,https://play.google.com/store/apps/details?id=fr.tramb.park4night&hl=en&gl=NL,http://park4night.com,"[0, 0, 322, 2855, 14738]",Free,Android,en
32,GB,Dott,com.ridedott.rider,4.7,33087,42,"1,000,000+",Dott,The electric scooter platform that gets you from a to b to c on your schedule.,,ILS,0,Travel & Local,False,"Apr 5, 2019",2.71.0,08-07-2022 15:00:32,https://play.google.com/store/apps/details?id=com.ridedott.rider&hl=en&gl=IL,http://www.ridedott.com,"[4342, 0, 930, 930, 26779]",Free,Android,it
33,GB,Seatfrog: Upgrades & tickets,au.com.seatfrog.icarus,3.7,980,663,"100,000+",Seatfrog Pty Ltd,Book Train tickets & upgrades,,GBP,0,Travel & Local,False,"Sep 3, 2017",3.0.5,29-06-2022 09:46:48,https://play.google.com/store/apps/details?id=au.com.seatfrog.icarus&hl=en&gl=GB,http://www.seatfrog.com,"[234, 48, 29, 97, 568]",Free,Android,sv
34,GB,Mytrip,com.etraveli.mytrip.android,4.5,6950,20,"100,000+",Etraveligroup.com,"Flights, booking, check-in: one app",,ILS,0,Travel & Local,False,"Aug 5, 2021",3.7.4,22-06-2022 15:27:55,https://play.google.com/store/apps/details?id=com.etraveli.mytrip.android&hl=en&gl=IL,https://www.mytrip.com/rf/contact-us,"[463, 202, 57, 202, 5965]",Free,Android,sq
35,GB,Cheapflights: Flights & Hotels,com.cf.flightsearch,4.3,60062,58,"10,000,000+",KAYAK.com,"Save money, save time with Cheapflights.",,JOD,0,Travel & Local,True,"Sep 22, 2014",158.1,06-07-2022 13:50:45,https://play.google.com/store/apps/details?id=com.cf.flightsearch&hl=en&gl=JO,https://global.cheapflights.com/cheap-flights-apps/,"[4754, 1001, 2252, 8258, 43044]",Free,Android,en
36,GB,My Tide Times   Tables & Chart,com.jrustonapps.mytidetimes,4.7,16001,1692,"1,000,000+",jRustonApps B.V.,My Tide Times is the only tide tables and forecasts application you'll need.,,GBP,0,Weather,True,"Jan 5, 2014",6.2.2,14-06-2022 10:12:18,https://play.google.com/store/apps/details?id=com.jrustonapps.mytidetimes&hl=en&gl=GB,https://www.jrustonapps.com,"[132, 98, 607, 2435, 12717]",Paid,Android,en
37,GB,Archiescampings,jahdroid.archies,3.6,0,0,"10,000+",JahDroid,It's hard to find a campsite this App doesn't know,,JOD,2.0,Travel & Local,False,"Dec 26, 2011",2.14.2,13-03-2021 22:45:30,https://play.google.com/store/apps/details?id=jahdroid.archies&hl=en&gl=JO,,"[0, 0, 0, 0, 0]",Paid,Android,de
38,GB,Trak istorijos muziejus,lt.trakaimuziejus.app,,0,0,100+,Trakų istorijos muziejus,Find out new and inspiring stories!,,JOD,0.85,Travel & Local,False,"Mar 24, 2021",1.0,25-03-2021 03:52:56,https://play.google.com/store/apps/details?id=lt.trakaimuziejus.app&hl=en&gl=JO,https://trakaimuziejus.lt/,"[0, 0, 0, 0, 0]",Paid,Android,lt
39,BR,Booking.com: Hotels and more,com.booking,4.6,3418793,74194,"500,000,000+",Booking.com Hotels & Vacation Rentals,Book your whole trip in one app.,,USD,0,Travel & Local,False,"Feb 4, 2011",Varies with device,07-07-2022 15:32:56,https://play.google.com/store/apps/details?id=com.booking&hl=en&gl=us,http://www.booking.com/apps.html?source=googleplay,"[172428, 37598, 93014, 454433, 2661285]",Free,Android,en
40,BR,123milhas: viagens em oferta,com.a123milhas.app,4.0,20762,8967,"5,000,000+",123Milhas,Find the best deals on airline tickets and hotels in the 123 Miles app,,BRL,0,Travel & Local,False,"Nov 13, 2019",4.5.9,02-06-2022 22:53:55,https://play.google.com/store/apps/details?id=com.a123milhas.app&hl=en&gl=BR,https://123milhas.com/,"[3872, 754, 685, 1677, 13771]",Free,Android,pt
41,BR,"Hurb: Hotels, travel and more",br.com.hotelurbano,4.8,167358,19402,"10,000,000+",Hotel Urbano Viagens e Turismo S.A.,Travel and book your hotel now,,BRL,0,Travel & Local,False,"Jan 13, 2014",6.9.2,17-06-2022 15:04:50,https://play.google.com/store/apps/details?id=br.com.hotelurbano&hl=en&gl=BR,https://www.hurb.com/,"[1573, 491, 3590, 17849, 143849]",Free,Android,en
42,BR,Livelo: juntar e trocar pontos,br.com.livelo.app,3.7,59450,28556,"5,000,000+",Pontos Livelo,"Exchange your points for airfare, products, travel and even earn cashback.",,BRL,0,Travel & Local,True,"Sep 8, 2016",6.1.0,01-07-2022 13:28:53,https://play.google.com/store/apps/details?id=br.com.livelo.app&hl=en&gl=BR,https://www.livelo.com.br,"[14424, 2878, 3356, 5320, 33467]",Free,Android,es
43,BR,Buser   O app do nibus,br.com.buser.AppBuser,4.0,22085,12442,"1,000,000+",Buser Brasil Tecnologia,"Travel at half the price of the bus station, with more comfort and safety",,BRL,0,Travel & Local,False,"Feb 7, 2018",1.0.61.1,07-07-2022 15:39:25,https://play.google.com/store/apps/details?id=br.com.buser.AppBuser&hl=en&gl=BR,https://www.buser.com.br,"[4352, 532, 532, 1044, 15621]",Free,Android,pt
44,BR,Azul,br.com.voeazul,4.0,120738,44515,"5,000,000+",Azul Linhas Aéreas,Azul Flys with you. All Azul information always at your hand.,,BRL,0,Travel & Local,False,"Apr 7, 2014",4.30.0,13-06-2022 13:55:40,https://play.google.com/store/apps/details?id=br.com.voeazul&hl=en&gl=BR,http://www.voeazul.com.br,"[16684, 3166, 4373, 10067, 86442]",Free,Android,hu
45,BR,trivago: Compare hotel prices,com.trivago,4.8,321050,2108,"50,000,000+",trivago,Find your ideal hotel and compare prices from different websites,,VND,0,Travel & Local,False,"Dec 3, 2010",5.65.0,04-07-2022 14:00:46,https://play.google.com/store/apps/details?id=com.trivago&hl=en&gl=VN,https://www.trivago.com,"[711, 711, 711, 1422, 317352]",Free,Android,it
46,BR,guia de motis go,br.com.guiademoteis.go.android,4.7,5835,2041,"1,000,000+",Guia de Motéis,the official motel guide app for booking a motel!,,BRL,0,Travel & Local,False,"Sep 17, 2018",1.0.135,15-06-2022 13:10:35,https://play.google.com/store/apps/details?id=br.com.guiademoteis.go.android&hl=en&gl=BR,http://www.guiademoteis.com.br,"[249, 19, 89, 329, 5145]",Free,Android,pt
47,BR,ClickBus   Bus Tickets,com.clickbus.mobile,4.7,92785,17473,"5,000,000+",ClickBus Serviços de Viagens e Passagens de Ônibus,Planning to travel by bus in Brazil? ClickBus has the best prices on bus tickets,,BRL,0,Travel & Local,False,"Aug 13, 2014",3.18.37,03-05-2022 14:10:31,https://play.google.com/store/apps/details?id=com.clickbus.mobile&hl=en&gl=BR,https://www.clickbus.com.br,"[2521, 689, 2111, 7445, 80013]",Free,Android,de
48,BR,Garupa   Chame um motorista,co.garupa,2.6,10790,5984,"1,000,000+",Garupa,Largest Brazilian mobility application.,,BRL,0,Travel & Local,False,"Apr 10, 2017",2.1.5,31-10-2020 03:13:56,https://play.google.com/store/apps/details?id=co.garupa&hl=en&gl=BR,http://garupa.co,"[5685, 669, 530, 359, 3542]",Free,Android,pt
49,BR,Family Locator Tracker GPS,ar.com.megaingenieria.emobi.locator,4.3,4685,228,"500,000+",emobi.app,Find Family Friends Locator 360 GPS Child Tracker Text & Image & Voice Chat,R$5.99 - R$7.99 per item,BRL,0,Parenting,True,"Apr 25, 2018",258,13-05-2022 16:41:38,https://play.google.com/store/apps/details?id=ar.com.megaingenieria.emobi.locator&hl=en&gl=BR,http://emobi.com.ar/,"[510, 38, 327, 607, 3181]",Free,Android,en
50,BR,Rentcars: Car rental,com.rentcars.rentcarscom,4.6,5995,2445,"1,000,000+",Rentcars.com,Car rental comparison in over 100 rental companies worldwide,,BRL,0,Travel & Local,False,"May 5, 2016",2.5.0,07-07-2022 20:21:15,https://play.google.com/store/apps/details?id=com.rentcars.rentcarscom&hl=en&gl=BR,https://www.rentcars.com,"[448, 32, 88, 448, 4972]",Free,Android,ca
51,BR,Dinosaur 4D+,com.OctagonStudio.ARDinoVR,3.8,5906,204,"1,000,000+",Octagon Studio,Revive the extinct Dinosaurs right before your very eyes!,,BRL,0,Entertainment,False,"Jan 8, 2016",3.9,17-06-2022 10:32:35,https://play.google.com/store/apps/details?id=com.OctagonStudio.ARDinoVR&hl=en&gl=BR,http://www.octagon.studio,"[1344, 228, 343, 529, 3417]",Free,Android,lt
52,BR,Denibus | Brazil by Bus,com.deonibus,3.3,261,157,"100,000+",DeÔnibus | Brasil by Bus Viagens e Soluções,Online bus tickets around Brazil :),,BRL,0,Travel & Local,False,"Oct 4, 2018",1.99.15,25-03-2022 14:14:50,https://play.google.com/store/apps/details?id=com.deonibus&hl=en&gl=BR,https://deonibus.com,"[88, 10, 18, 18, 125]",Free,Android,en
53,BR,wemobi,me.wemobi.wemobiapp,,198,129,"50,000+",eBus,"We are modern, innovative, flexible, simple and 100% digital.",,BRL,0,Travel & Local,False,"Feb 15, 2022",1.1.20,29-06-2022 22:11:09,https://play.google.com/store/apps/details?id=me.wemobi.wemobiapp&hl=en&gl=BR,https://www.wemobi.me,"[91, 5, 13, 5, 81]",Free,Android,pl
54,BR,Tripadvisor: Plan & Book Trips,com.tripadvisor.tripadvisor,4.6,1413730,2720,"100,000,000+",Tripadvisor,"Guidance from millions of travelers on hotels, tours, activities, restaurants.",,VND,0,Travel & Local,True,"Jul 12, 2010",Varies with device,05-07-2022 20:46:25,https://play.google.com/store/apps/details?id=com.tripadvisor.tripadvisor&hl=en&gl=VN,https://www.tripadvisor.com,"[94665, 28578, 51798, 132174, 1106156]",Free,Android,sl
55,BR,"Trip.com: Book Flights, Hotels",ctrip.english,4.7,73724,235,"10,000,000+",Trip.com,Get exclusive travel deals and enjoy the award-winning customer service!,,VND,0,Travel & Local,False,"Jul 31, 2013",7.55.1,07-07-2022 08:52:01,https://play.google.com/store/apps/details?id=ctrip.english&hl=en&gl=VN,https://www.trip.com/,"[2857, 0, 2190, 8763, 59626]",Free,Android,en
56,BR,Turismocity Vuelos Baratos,com.grupodc.turismocity,4.6,34880,1116,"1,000,000+",Turismocity,We look very cheap flights for you. The best app to save on travel!,,BRL,0,Travel & Local,False,"Jun 6, 2017",14.0.45,03-06-2022 22:13:43,https://play.google.com/store/apps/details?id=com.grupodc.turismocity&hl=en&gl=BR,http://www.turismocity.com.ar,"[4661, 569, 1592, 2323, 25674]",Free,Android,es
57,BR,PolyChat,ru.antimaster.messenger,,0,0,"1,000+",iCyberLab,PolyChat - is a free messaging client with a translating function.,,BRL,0,Communication,False,"Mar 10, 2017",2.0.14,05-07-2022 21:19:52,https://play.google.com/store/apps/details?id=ru.antimaster.messenger&hl=en&gl=BR,https://polychat.me,"[0, 0, 0, 0, 0]",Free,Android,en
58,BR,Voopter: voos p/ suas viagens,com.voopter,3.4,2418,858,"500,000+",Voopter,Savings to travel in 2022? Receive price alerts for airline tickets.,,BRL,0,Travel & Local,False,"Sep 12, 2014",2.10.1.172,17-03-2022 13:10:24,https://play.google.com/store/apps/details?id=com.voopter&hl=en&gl=BR,http://voopter.com.br,"[702, 154, 226, 257, 1074]",Free,Android,af
59,CA,Viator: Tours & Attractions,com.viator.mobile.android,4.7,11054,81,"1,000,000+",Viator App,Book 1000s of tours and activities worldwide with Viator (a Tripadvisor company),,CAD,0,Travel & Local,False,"Nov 12, 2012",8.10.1,30-06-2022 17:46:05,https://play.google.com/store/apps/details?id=com.viator.mobile.android&hl=en&gl=CA,https://m.viator.com/,"[205, 102, 205, 1182, 9280]",Free,Android,en
60,CA,Sunwing,com.sunwing.sunwingmobile,3.9,3460,1149,"100,000+",Sunwing Vacations,Sunwing keeps you connected in destination and enhances your travel experience.,,CAD,0,Travel & Local,False,"Dec 8, 2016",3.5.0,25-04-2022 00:34:20,https://play.google.com/store/apps/details?id=com.sunwing.sunwingmobile&hl=en&gl=CA,http://www.sunwing.ca,"[628, 230, 230, 775, 1593]",Free,Android,af
61,CA,Segway Ninebot,com.ninebot.segway,3.4,4772,60,"1,000,000+","Ninebot(Beijing) Tech Co., Ltd.","Segway-Ninebot, Simply Moving!",,CAD,0,Travel & Local,False,"Jan 20, 2020",5.3.0,25-06-2022 04:32:32,https://play.google.com/store/apps/details?id=com.ninebot.segway&hl=en&gl=CA,http://www.ninebot.cn/index.html,"[1637, 514, 280, 327, 1918]",Free,Android,en
62,CA,Omio: Europe & U.S. Travel App,com.goeuro.rosie,4.7,126778,387,"10,000,000+",Omio,"The travel app for booking train, bus and plane tickets in Europe and the U.S.",,UAH,0,Travel & Local,False,"Jun 6, 2014",7.112.0,23-06-2022 02:33:21,https://play.google.com/store/apps/details?id=com.goeuro.rosie&hl=en&gl=UA,https://www.omio.com,"[2992, 0, 1160, 8488, 113953]",Free,Android,ro
63,FR,Opodo: Book cheap flights,com.opodo.reisen,4.1,50118,28,"1,000,000+",Opodo App,"Search, compare and book cheap flights, hotels and holidays. Best travel deals!",,BGN,0,Travel & Local,False,"Jan 5, 2015",4.474.0,07-07-2022 05:34:40,https://play.google.com/store/apps/details?id=com.opodo.reisen&hl=en&gl=BG,http://www.opodo.com,"[5997, 0, 856, 5997, 36838]",Free,Android,en
64,FR,park4night   Motorhome camper,fr.tramb.park4night,4.7,18008,156,"1,000,000+",AppMobilEdition,Have a nice trip !,€1.00 - €11.99 per item,EUR,0,Travel & Local,True,"Nov 2, 2011",7.0.32,29-06-2022 11:48:46,https://play.google.com/store/apps/details?id=fr.tramb.park4night&hl=en&gl=NL,http://park4night.com,"[0, 0, 322, 2855, 14738]",Free,Android,en
65,FR,Volotea,com.volotea.droid,2.5,8765,1078,"1,000,000+",Volotea,Volotea S.L.,,EUR,0,Travel & Local,False,"Nov 22, 2018",3.66.1,01-07-2022 10:39:02,https://play.google.com/store/apps/details?id=com.volotea.droid&hl=en&gl=FR,https://www.volotea.com,"[1941, 533, 571, 1370, 4340]",Free,Android,ro
66,FR,Transavia,com.mttnow.droid.transavia,4.6,24077,20,"1,000,000+",transavia.com,Bookings & Check-In,,ILS,0,Travel & Local,False,"Jan 30, 2013",3.6.2 (26060),23-06-2022 12:19:10,https://play.google.com/store/apps/details?id=com.mttnow.droid.transavia&hl=en&gl=IL,http://www.transavia.com,"[2963, 2222, 4074, 1852, 12964]",Free,Android,lt
67,FR,Omio: Europe & U.S. Travel App,com.goeuro.rosie,4.6,126778,387,"10,000,000+",Omio,"The travel app for booking train, bus and plane tickets in Europe and the U.S.",,UAH,0,Travel & Local,False,"Jun 6, 2014",7.112.0,23-06-2022 02:33:21,https://play.google.com/store/apps/details?id=com.goeuro.rosie&hl=en&gl=UA,https://www.omio.com,"[2992, 0, 1160, 8488, 113953]",Free,Android,ro
